Date,Country,City,Specie,Count,Min,Max,Median,Variance
2019-10-20,AU,Melbourne,co,9,1.2,1.2,1.2,0
2019-10-20,AU,Melbourne,temperature,142,8.3,16.6,13.4,52.65
2019-10-20,AU,Melbourne,pm10,92,9,27,14,144.95
2019-10-20,AU,Melbourne,humidity,142,55.8,85.7,74.3,589.48
2019-10-20,AU,Melbourne,so2,4,1.5,2.9,1.5,6.53
2018-12-31,AU,Wollongong,pm25,72,50,57,53,26.71
2019-10-20,AU,Melbourne,wind-gust,117,3.5,16.4,9.1,43.26
2019-10-20,AU,Melbourne,o3,66,10.4,20.8,17.6,74.5
2019-10-20,AU,Melbourne,no2,54,1.9,8.4,3.8,29.89
2019-10-20,AU,Adelaide,o3,153,0,0,0,0
2019-10-20,AU,Adelaide,wind-gust,147,0.1,19.8,7.5,208.76
2019-10-20,AU,Adelaide,pm10,162,1,60,10,563.47
2019-10-20,AU,Adelaide,wind-speed,140,0.1,8.4,3.1,50.88
2019-10-20,AU,Adelaide,dew,23,4.5,8.5,6.5,13.02
2019-10-20,AU,Adelaide,temperature,168,6.2,21.2,13.4,178.44
2019-01-01,AU,Wollongong,pm25,72,45,56,51,87.48
2019-10-20,AU,Adelaide,co,168,0.1,0.6,0.3,0.08
2019-10-20,AU,Adelaide,humidity,168,39.6,91.3,67,2335.92
2019-10-20,AU,Adelaide,pressure,168,1013.2,1029.6,1027,261.52
2019-10-20,AU,Adelaide,no2,120,0.1,0.1,0.1,0
2019-10-20,AU,Brisbane,o3,45,0.1,0.1,0.1,0
2019-10-20,AU,Brisbane,dew,57,13.7,20,15.5,31.95
2019-10-20,AU,Brisbane,humidity,192,34.2,100,69.3,2799.9
2019-01-02,AU,Wollongong,pm25,72,49,66,56,203.57
2019-10-20,AU,Brisbane,no2,86,0.1,0.1,0.1,0
2019-10-20,AU,Brisbane,co,12,0.1,0.1,0.1,0
2019-10-20,AU,Brisbane,temperature,192,16.1,30,21.4,103.24
2019-10-20,AU,Brisbane,wd,192,88,324,161,25967.2
2019-10-20,AU,Brisbane,wind-gust,200,0.2,32,8.2,392.91
2019-10-20,AU,Brisbane,pressure,216,1008,1025.6,1017.5,117.09
2019-10-20,AU,Brisbane,wind-speed,191,0.1,9.8,2.3,51.26
2019-10-20,AU,Brisbane,pm10,180,3,58,23,1455.49
2019-10-20,AU,Brisbane,so2,35,0.1,0.1,0.1,0
2019-10-20,AU,Perth,co,16,1,4,2,9.29
2019-10-20,AU,Perth,pressure,72,1004.3,1018,1013.5,174.09
2019-10-20,AU,Perth,dew,47,13,17,15,9.09
2019-10-20,AU,Perth,o3,62,16,30,21,99.4
2019-10-20,AU,Perth,no2,21,1.2,2.3,1.2,3.11
2019-10-20,AU,Perth,temperature,72,15,24.5,19,63.64
2019-01-04,AU,Wollongong,pm25,72,27,51,38,345.63
2019-10-20,AU,Perth,humidity,64,24.4,95.6,74.5,1622.27
2019-10-20,AU,Perth,wind-speed,72,2.6,9.2,5.3,27.68
2019-10-20,AU,Perth,wind-gust,72,5.3,19.3,11.9,195.14
2019-10-20,AU,Perth,pm10,54,13,21,16,44.18
2019-01-08,AU,Wollongong,pm25,72,15,52,27,1254.51
2019-10-20,AU,Wollongong,wind-gust,68,0.2,18,5,243.05
2019-10-20,AU,Wollongong,co,9,1.2,1.2,1.2,0
2019-10-20,AU,Wollongong,temperature,72,9,23.7,14.2,198.36
2019-10-20,AU,Wollongong,o3,33,8,24.8,20.8,389.42
2019-10-20,AU,Wollongong,humidity,72,24.7,91.6,61.6,5262.96
2019-10-20,AU,Wollongong,no2,21,1,7.5,1.9,23.68
2019-10-20,AU,Wollongong,pressure,72,1018.9,1026.1,1021.1,50.85
2019-10-20,AU,Wollongong,pm10,33,11,28,16,232.73
2019-10-20,AU,Wollongong,wind-speed,62,0.3,12.1,2.8,91.5
2019-10-21,AU,Sydney,so2,5,1.5,1.5,1.5,0
2019-01-09,AU,Wollongong,pm25,72,23,52,35,449.45
2019-10-21,AU,Sydney,no2,40,1,28.8,6.5,489.46
2019-10-21,AU,Sydney,temperature,144,9,27.7,17.6,223.41
2019-10-21,AU,Sydney,humidity,144,30.6,99,67,2466.16
2019-10-21,AU,Sydney,dew,23,8,12,10,16.5
2019-10-21,AU,Sydney,o3,48,0.8,35.2,24.8,913.2
2019-10-21,AU,Sydney,pressure,144,1,1027.9,1023.7,1462090
2019-10-21,AU,Sydney,wind-speed,119,0.1,9,2,41.18
2019-10-21,AU,Sydney,wind-gust,115,0.1,15.6,3.3,187.65
2019-10-21,AU,Sydney,co,20,1.2,3.4,2.3,9.27
2019-10-21,AU,Sydney,pm10,47,12,19,16,29.75
2019-01-10,AU,Wollongong,pm25,72,17,30,24,89.01
2019-10-21,AU,Newcastle,temperature,72,9,20.5,18.2,103.13
2019-10-21,AU,Newcastle,pressure,72,1023.9,1026.8,1025,6.65
2019-10-21,AU,Newcastle,dew,22,7.5,12,10.5,19.91
2019-10-21,AU,Newcastle,o3,23,7.3,29.6,24.1,448.8
2019-10-21,AU,Newcastle,no2,23,1,18.6,2.8,301.28
2019-10-21,AU,Newcastle,so2,13,1.5,4.3,1.5,8.54
2019-10-21,AU,Newcastle,wind-speed,48,0.2,5.6,2,9.44
2019-10-21,AU,Newcastle,wind-gust,63,0.4,9.4,5.2,82.51
2019-10-21,AU,Newcastle,co,3,1.2,1.2,1.2,0
2019-10-21,AU,Newcastle,pm10,24,16,20,17,25.8
2019-10-21,AU,Newcastle,humidity,72,57.5,93,69.7,710.16
2019-01-16,AU,Wollongong,pm25,72,39,57,51,196.04
2019-10-21,AU,Launceston,pressure,168,1019.5,1022.9,1021.1,7.81
2019-10-21,AU,Launceston,wind-gust,149,0.3,15.9,8.1,195.76
2019-10-21,AU,Launceston,temperature,168,4.5,21.1,12.4,251.47
2019-10-21,AU,Launceston,pm10,160,1,44,5,397.01
2019-10-21,AU,Launceston,humidity,168,51.3,96.5,73.5,2064.8
2019-10-21,AU,Launceston,dew,48,3.5,9,6.5,24.89
2019-10-21,AU,Launceston,wind-speed,149,0.2,7.9,3.2,51.59
2019-10-21,AU,Hobart,temperature,72,9,24.2,13.1,210.64
2019-10-21,AU,Hobart,pm10,60,1,44,2,373.39
2019-01-18,AU,Hobart,pm25,72,13,74,34,1641.78
2019-10-21,AU,Hobart,pressure,72,1013.2,1024.1,1020.8,114.53
2019-10-21,AU,Hobart,wind-gust,72,0.4,12.7,5.6,137.34
2019-10-21,AU,Hobart,humidity,72,32.3,83.6,66.7,2046.75
2019-10-21,AU,Hobart,wind-speed,69,0.1,7.1,2,30.02
2019-10-21,AU,Darwin,so2,27,0.1,0.4,0.2,0.06
2019-10-21,AU,Darwin,no2,33,0.1,3,0.5,4.01
2019-10-21,AU,Darwin,wind-speed,38,0.6,15,4.2,152.07
2019-10-21,AU,Darwin,dew,66,8,25,22,230.48
2019-10-21,AU,Darwin,co,38,1.8,5.3,3.3,11.4
2019-10-21,AU,Darwin,temperature,64,23.1,38.4,30.9,165.59
2019-10-21,AU,Darwin,o3,38,4.4,15.4,10.2,57.19
2019-10-21,AU,Darwin,precipitation,12,505.4,505.4,505.4,0
2019-10-21,AU,Darwin,humidity,38,17.2,86.3,41.6,2898.9
2019-10-21,AU,Darwin,pm10,38,11,74,46,1885.07
2019-01-18,AU,Wollongong,pm25,72,44,57,51,102.35
2019-10-21,AU,Darwin,pressure,72,1007.5,1013.2,1011,27.13
2019-10-21,AU,Darwin,wd,38,0.9,356.9,253.1,152568
2019-10-21,AU,Darwin,wind-gust,48,0.7,13.3,5.2,122.01
2019-10-21,AU,Melbourne,dew,21,7,10,8,8.17
2019-10-21,AU,Melbourne,pressure,144,1026,1031.4,1028.7,14.92
2019-10-21,AU,Melbourne,wind-speed,108,0.1,4.8,1.8,10.91
2019-10-21,AU,Melbourne,co,9,1.2,1.2,1.2,0
2019-10-21,AU,Melbourne,temperature,144,10.8,17.3,12.7,27.36
2019-10-21,AU,Melbourne,pm10,96,5,20,11,137.57
2019-10-21,AU,Melbourne,humidity,144,58.9,85.6,76.7,383.05
2019-10-21,AU,Melbourne,so2,10,1.5,2.9,1.5,5.23
2019-01-19,AU,Newcastle,pm25,72,42,62,54,153.77
2019-10-21,AU,Melbourne,wind-gust,120,1.2,10,6,33.39
2019-10-21,AU,Melbourne,o3,69,8.8,24.1,16,203.59
2019-10-21,AU,Melbourne,no2,67,2.8,13.9,6.5,110.6
2019-10-21,AU,Adelaide,o3,164,0,0,0,0
2019-10-21,AU,Adelaide,wind-gust,166,0.2,16.5,5.6,157.84
2019-10-21,AU,Adelaide,pm10,163,2,37,10,276.86
2019-10-21,AU,Adelaide,wind-speed,152,0.1,8.8,2.7,34.68
2019-10-21,AU,Adelaide,dew,24,3,9,7,21.63
2019-10-21,AU,Adelaide,temperature,168,8,26.9,18.7,379.18
2019-01-19,AU,Wollongong,pm25,72,41,62,56,202.9
2019-10-21,AU,Adelaide,co,168,0.1,0.6,0.3,0.15
2019-10-21,AU,Adelaide,humidity,168,18.5,87,49.6,4330.03
2019-10-21,AU,Adelaide,pressure,168,1013.2,1028.5,1025.4,140.96
2019-10-21,AU,Adelaide,so2,9,0.1,0.1,0.1,0
2019-10-21,AU,Adelaide,no2,151,0.1,0.1,0.1,0
2019-10-21,AU,Brisbane,o3,41,0.1,0.1,0.1,0
2019-10-21,AU,Brisbane,dew,69,8.5,14,11.5,26.35
2019-10-21,AU,Brisbane,humidity,189,34.2,83.5,58.8,1768.08
2019-01-23,AU,Wollongong,pm25,72,46,60,53,102.9
2019-10-21,AU,Brisbane,no2,76,0.1,0.1,0.1,0
2019-10-21,AU,Brisbane,co,17,0.1,0.1,0.1,0
2019-10-21,AU,Brisbane,temperature,178,17,26.6,20.4,47.77
2019-10-21,AU,Brisbane,wd,178,73,248,139,13362.4
2019-10-21,AU,Brisbane,wind-gust,204,0.2,25,9.7,317.71
2019-10-21,AU,Brisbane,pressure,216,1006.5,1028.5,1023.9,118.6
2019-10-21,AU,Brisbane,wind-speed,178,0.3,6.8,2.7,28.01
2019-10-21,AU,Brisbane,pm10,180,1,40,14,370.02
2019-10-21,AU,Brisbane,so2,29,0.1,0.1,0.1,0
2019-10-21,AU,Perth,co,12,2,4,3,6.29
2019-10-21,AU,Perth,pressure,72,1009.5,1021,1015.5,98.01
2019-10-21,AU,Perth,dew,41,9.6,14,12.5,12.02
2019-10-21,AU,Perth,o3,60,1,36,21,713.05
2019-10-21,AU,Perth,no2,49,1.2,12.3,3.4,80.84
2019-10-21,AU,Perth,temperature,72,12,24,17.5,137.08
2019-01-24,AU,Wollongong,pm25,72,38,59,50,289
2019-10-21,AU,Perth,humidity,60,10,100,61.3,10548.2
2019-10-21,AU,Perth,wind-speed,69,0.1,8.5,2.6,49.71
2019-10-21,AU,Perth,wind-gust,68,0.8,16.7,7.8,195.34
2019-10-21,AU,Perth,pm10,52,11,23,17,136.33
2019-01-25,AU,Hobart,pm25,72,21,284,93,45488.6
2019-10-21,AU,Wollongong,wind-gust,60,0.2,19.9,5.5,280.85
2019-10-21,AU,Wollongong,co,21,1.2,2.3,2.3,3.11
2019-10-21,AU,Wollongong,temperature,72,8.7,26.1,16.1,278.42
2019-10-21,AU,Wollongong,o3,24,4,39.2,17.6,1100.34
2019-10-21,AU,Wollongong,humidity,72,37.8,90.6,76.3,2651.28
2019-10-21,AU,Wollongong,no2,23,1,26,5.6,574.48
2019-10-21,AU,Wollongong,pressure,72,1022.1,1027,1025.6,15.26
2019-10-21,AU,Wollongong,pm10,24,12,24,15,179.84
2019-10-21,AU,Wollongong,wind-speed,56,0.1,16,2.1,161.71
2019-10-22,AU,Sydney,so2,75,1.5,12.9,2.9,70.02
2019-01-25,AU,Wollongong,pm25,72,39,56,46,195.49
2019-10-22,AU,Sydney,no2,96,1,29.7,7.5,571.22
2019-10-22,AU,Sydney,temperature,144,9.7,29.2,18.9,240.29
2019-10-22,AU,Sydney,humidity,144,22.8,99,71.4,2955
2019-10-22,AU,Sydney,dew,22,9,14.5,12,23.17
2019-10-22,AU,Sydney,o3,100,0.8,36.8,19.2,1158.29
2019-10-22,AU,Sydney,pressure,144,1,1026.7,1022.3,1458410
2019-10-22,AU,Sydney,wind-speed,124,0.1,9.5,2.1,55.9
2019-10-22,AU,Sydney,wind-gust,112,0.1,19,4.7,288.24
2019-10-22,AU,Sydney,co,25,1.2,3.4,2.3,3.71
2019-10-22,AU,Sydney,pm10,114,11,18,16,36.22
2019-01-27,AU,Hobart,pm25,72,5,124,53,8232.1
2019-10-22,AU,Newcastle,temperature,72,9,21.1,18.8,104.94
2019-10-22,AU,Newcastle,pressure,72,1021.5,1025.8,1024,17.97
2019-10-22,AU,Newcastle,dew,23,7.5,14,12,43.8
2019-10-22,AU,Newcastle,o3,51,0.8,34.4,21.6,1061.79
2019-10-22,AU,Newcastle,no2,50,1,25.1,5.6,347.44
2019-10-22,AU,Newcastle,so2,37,1.5,24.3,2.9,318.6
2019-10-22,AU,Newcastle,wind-speed,52,0.2,5.3,3,20.07
2019-10-22,AU,Newcastle,wind-gust,54,0.4,12.6,8,123.19
2019-10-22,AU,Newcastle,co,27,1.2,2.3,1.2,2.79
2019-10-22,AU,Newcastle,pm10,54,16,22,17,27.65
2019-10-22,AU,Newcastle,humidity,72,66,96.5,75.2,470.73
2019-01-28,AU,Hobart,pm25,72,9,154,50,16772.1
2019-10-22,AU,Launceston,pressure,168,1021,1024.9,1022,14.5
2019-10-22,AU,Launceston,wind-gust,120,0.2,16.6,10,289.5
2019-10-22,AU,Launceston,temperature,168,2.9,18.8,11.2,204.58
2019-10-22,AU,Launceston,pm10,164,2,54,6,309.48
2019-10-22,AU,Launceston,humidity,168,61,95,82.2,1290.19
2019-10-22,AU,Launceston,dew,48,3.5,9,7,28.88
2019-10-22,AU,Launceston,wind-speed,119,0.2,8,5.5,49.05
2019-10-22,AU,Hobart,temperature,71,5.1,22.5,12.9,237.21
2019-10-22,AU,Hobart,pm10,67,1,63,3,754.7
2019-01-28,AU,Wollongong,pm25,72,31,57,45,644.95
2019-10-22,AU,Hobart,pressure,71,1013.8,1026.1,1021.6,134.19
2019-10-22,AU,Hobart,wind-gust,71,0.2,10.7,2.3,91.7
2019-10-22,AU,Hobart,humidity,71,40,91.7,74.2,2318.42
2019-10-22,AU,Hobart,wind-speed,53,0.2,3.5,1.4,9.68
2019-10-22,AU,Darwin,so2,50,0.1,0.5,0.2,0.09
2019-10-22,AU,Darwin,no2,54,0.2,3.2,0.5,3.51
2019-10-22,AU,Darwin,wind-speed,65,0.6,15.6,4.2,134.8
2019-10-22,AU,Darwin,dew,72,14.5,23,20,51.19
2019-10-22,AU,Darwin,co,63,2.4,5.3,3.6,7.54
2019-10-22,AU,Darwin,temperature,72,25,36.6,29.5,72.99
2019-10-22,AU,Darwin,o3,64,3.5,16.5,10,50.7
2019-10-22,AU,Darwin,precipitation,24,505.4,505.4,505.4,0
2019-10-22,AU,Darwin,humidity,65,18.6,80.3,54.1,1877.95
2019-10-22,AU,Darwin,pm10,65,21,115,42,1749.84
2019-01-30,AU,Hobart,pm25,72,9,190,132,22838.2
2019-10-22,AU,Darwin,pressure,72,1007,1012,1010,19.91
2019-10-22,AU,Darwin,wd,65,0.9,359.7,184.7,154950
2019-10-22,AU,Darwin,wind-gust,51,0.2,11.5,4.5,133.39
2019-10-22,AU,Melbourne,dew,12,8,10,9,3.1
2019-10-22,AU,Melbourne,pressure,144,1021.7,1029,1025.7,37.51
2019-10-22,AU,Melbourne,wind-speed,100,0.1,5.3,1.6,18.68
2019-10-22,AU,Melbourne,co,15,2.3,3.4,2.3,3.11
2019-10-22,AU,Melbourne,temperature,144,11.1,22.2,14.3,81.73
2019-10-22,AU,Melbourne,pm10,96,8,33,14,419.16
2019-10-22,AU,Melbourne,humidity,144,45.8,85.3,74.8,963.6
2019-10-22,AU,Melbourne,so2,6,1.5,1.5,1.5,0
2019-01-31,AU,Hobart,pm25,72,5,269,59,68144.7
2019-10-22,AU,Melbourne,wind-gust,120,0.6,11,4.2,88.74
2019-10-22,AU,Melbourne,o3,62,0.8,27.2,14.5,285.67
2019-10-22,AU,Melbourne,no2,66,1.9,28.8,11.2,514.9
2019-10-22,AU,Adelaide,o3,156,0,0,0,0
2019-10-22,AU,Adelaide,wind-gust,164,0.2,17.5,5.6,187.88
2019-10-22,AU,Adelaide,pm10,167,1,95,9,839.54
2019-10-22,AU,Adelaide,wind-speed,152,0.1,9.5,2.8,47.86
2019-10-22,AU,Adelaide,dew,24,-6,12,7,239.55
2019-10-22,AU,Adelaide,temperature,168,10,34.3,24,434.36
2019-02-01,AU,Wollongong,pm25,72,20,55,43,1048.01
2019-10-22,AU,Adelaide,co,168,0.1,0.8,0.3,0.26
2019-10-22,AU,Adelaide,humidity,168,10,81,28.2,4089.35
2019-10-22,AU,Adelaide,pressure,168,1013.2,1023.9,1020.5,101.97
2019-10-22,AU,Adelaide,so2,54,0.1,0.1,0.1,0
2019-10-22,AU,Adelaide,no2,148,0.1,0.1,0.1,0
2019-10-22,AU,Brisbane,o3,42,0.1,0.1,0.1,0
2019-10-22,AU,Brisbane,dew,60,11,14.5,12.5,9.38
2019-10-22,AU,Brisbane,humidity,192,43.3,86.9,65.2,1120.1
2019-02-05,AU,Newcastle,pm25,72,30,42,34,113.93
2019-10-22,AU,Brisbane,no2,83,0.1,0.1,0.1,0
2019-10-22,AU,Brisbane,co,15,0.1,0.1,0.1,0
2019-10-22,AU,Brisbane,temperature,185,14.7,26.4,20.3,94.81
2019-10-22,AU,Brisbane,wd,185,38,253,131,38688.3
2019-10-22,AU,Brisbane,wind-gust,200,0.1,16.5,5.9,174.26
2019-10-22,AU,Brisbane,pressure,216,1009.5,1028.4,1024,60.46
2019-10-22,AU,Brisbane,wind-speed,185,0.1,4.4,1.6,13.19
2019-10-22,AU,Brisbane,pm10,181,1,52,10,286.86
2019-10-22,AU,Brisbane,so2,26,0.1,0.1,0.1,0
2019-10-22,AU,Perth,co,29,1,5,3,12.19
2019-10-22,AU,Perth,pressure,72,1008.2,1020.3,1016,141.08
2019-10-22,AU,Perth,dew,48,9,16,13,37.02
2019-10-22,AU,Perth,o3,58,2,42,17,1325.42
2019-10-22,AU,Perth,no2,58,1.2,15.6,3.4,87.8
2019-10-22,AU,Perth,temperature,72,10.9,26.5,19.2,215.84
2019-02-05,AU,Darwin,pm25,72,1,36,17,622.52
2019-10-22,AU,Perth,humidity,62,10,100,63.5,7817.26
2019-10-22,AU,Perth,wind-speed,72,0.1,9,2.6,46.59
2019-10-22,AU,Perth,wind-gust,72,1,18.5,5.3,220
2019-10-22,AU,Perth,pm10,62,10,20,13,63.8
2019-02-05,AU,Wollongong,pm25,72,42,54,50,78.87
2019-10-22,AU,Wollongong,so2,33,1.5,7.2,1.5,26.1
2019-10-22,AU,Wollongong,wind-gust,64,0.2,24.5,6.3,418.16
2019-10-22,AU,Wollongong,co,24,1.2,3.4,2.3,7.69
2019-10-22,AU,Wollongong,temperature,72,9.5,30,17.7,328.31
2019-10-22,AU,Wollongong,o3,52,0.8,32,22.4,1318.14
2019-10-22,AU,Wollongong,humidity,72,29,92.6,79.1,3877.46
2019-10-22,AU,Wollongong,no2,52,1,26,7.5,406.46
2019-10-22,AU,Wollongong,pressure,72,1019,1026,1024.4,40.92
2019-10-22,AU,Wollongong,pm10,55,13,28,17,242.26
2019-10-22,AU,Wollongong,wind-speed,58,0.3,21.8,4.1,345.95
2019-10-23,AU,Sydney,so2,53,1.5,11.5,1.5,48.32
2019-02-06,AU,Wollongong,pm25,72,13,50,29,762.63
2019-10-23,AU,Sydney,no2,65,1,23.2,5.6,236.6
2019-10-23,AU,Sydney,temperature,144,12.9,30.2,20,190.56
2019-10-23,AU,Sydney,humidity,144,35.7,99,74.5,1935.41
2019-10-23,AU,Sydney,dew,22,13.5,17,15,7.53
2019-10-23,AU,Sydney,o3,76,0.8,48.1,21.6,859.57
2019-10-23,AU,Sydney,pressure,144,1,1025.8,1017.1,1450220
2019-10-23,AU,Sydney,wind-speed,128,0.1,12.7,2,61.88
2019-10-23,AU,Sydney,wind-gust,114,0.1,20.5,4.6,292
2019-10-23,AU,Sydney,co,35,1.2,3.4,2.3,6.65
2019-10-23,AU,Sydney,pm10,78,12,23,16,68.77
2019-02-07,AU,Darwin,pm25,72,5,36,21,548.44
2019-10-23,AU,Newcastle,temperature,72,16.5,23,21,43.23
2019-10-23,AU,Newcastle,pressure,72,1017.1,1023.8,1022.1,61.36
2019-10-23,AU,Newcastle,dew,23,11.5,16,14.5,13.61
2019-10-23,AU,Newcastle,o3,39,0.8,42.4,21.6,740.88
2019-10-23,AU,Newcastle,no2,33,1,17.6,4.7,221.12
2019-10-23,AU,Newcastle,so2,27,1.5,22.9,2.9,272.2
2019-10-23,AU,Newcastle,wind-speed,65,0.3,6.3,2,28.99
2019-10-23,AU,Newcastle,wind-gust,69,0.6,15.1,5.6,145.18
2019-10-23,AU,Newcastle,co,9,2.3,2.3,2.3,0
2019-10-23,AU,Newcastle,pm10,39,14,23,19,67.61
2019-10-23,AU,Newcastle,humidity,72,62,90.5,75,612.56
2019-02-08,AU,Wollongong,pm25,72,18,35,26,191.74
2019-10-23,AU,Launceston,pressure,168,1015.8,1021.6,1019.1,34.79
2019-10-23,AU,Launceston,wind-gust,161,0.3,17.8,9.5,272.35
2019-10-23,AU,Launceston,temperature,168,5.3,18.2,12.1,159.6
2019-10-23,AU,Launceston,pm10,168,2,37,7,284.62
2019-10-23,AU,Launceston,humidity,168,42.8,97.6,80.7,2984.4
2019-10-23,AU,Launceston,dew,48,3.5,9,6.5,20.99
2019-10-23,AU,Launceston,wind-speed,143,0.2,8.7,4.8,59.32
2019-10-23,AU,Hobart,temperature,72,10.2,24.4,14.7,177.11
2019-10-23,AU,Hobart,pm10,72,1,25,6,172.64
2019-02-10,AU,Darwin,pm25,72,4,34,18,389.55
2019-10-23,AU,Hobart,pressure,72,1010.5,1021.1,1011.9,148.42
2019-10-23,AU,Hobart,wind-gust,72,0.5,9.5,3.2,63.37
2019-10-23,AU,Hobart,humidity,72,24.2,88.2,49.9,4519.36
2019-10-23,AU,Hobart,wind-speed,68,0.2,5.1,1.3,15.69
2019-10-23,AU,Darwin,so2,46,0.1,0.7,0.2,0.11
2019-10-23,AU,Darwin,no2,57,0.1,5.5,0.3,18.15
2019-10-23,AU,Darwin,wind-speed,72,0.1,17,3.4,165.6
2019-10-23,AU,Darwin,dew,72,14.5,24,20.5,60.99
2019-10-23,AU,Darwin,co,70,2.3,5.2,3,7.76
2019-10-23,AU,Darwin,temperature,72,25,35.5,30,75.42
2019-10-23,AU,Darwin,o3,72,1.2,11.9,8.8,54.26
2019-10-23,AU,Darwin,precipitation,24,505.4,505.4,505.4,0
2019-10-23,AU,Darwin,humidity,72,27.8,84.8,61.3,2544.75
2019-10-23,AU,Darwin,pm10,72,20,64,34,662.53
2019-02-12,AU,Darwin,pm25,72,3,27,15,289.85
2019-10-23,AU,Darwin,pressure,72,1007.5,1013,1010,22.6
2019-10-23,AU,Darwin,wd,72,5.3,305.7,96.6,96024.8
2019-10-23,AU,Darwin,wind-gust,45,0.5,31,8.5,253.4
2019-10-23,AU,Melbourne,pressure,144,1016.1,1024.9,1020.9,48.85
2019-10-23,AU,Melbourne,wind-speed,82,0.1,4.4,1.9,9.87
2019-10-23,AU,Melbourne,co,17,2.3,4.5,2.3,7.47
2019-10-23,AU,Melbourne,temperature,144,5.1,28.6,19.2,537.8
2019-10-23,AU,Melbourne,pm10,90,8,92,23,2379.74
2019-10-23,AU,Melbourne,humidity,144,13.7,92.1,62.7,7546.12
2019-10-23,AU,Melbourne,so2,6,1.5,1.5,1.5,0
2019-02-14,AU,Newcastle,pm25,72,23,54,39,1082.13
2019-10-23,AU,Melbourne,wind-gust,112,0.1,9.5,4.5,76.65
2019-10-23,AU,Melbourne,o3,50,0.8,40,23.3,1640.68
2019-10-23,AU,Melbourne,no2,24,11.2,44.5,20.4,832.01
2019-10-23,AU,Adelaide,o3,168,0,0,0,0
2019-10-23,AU,Adelaide,wind-gust,168,0.2,18.9,7,216.24
2019-10-23,AU,Adelaide,pm10,149,1,85,9,973.05
2019-10-23,AU,Adelaide,wind-speed,165,0.1,7.4,2.5,41.99
2019-10-23,AU,Adelaide,dew,24,-6.5,13,5,289.99
2019-10-23,AU,Adelaide,temperature,168,14,38.8,24.6,439.36
2019-02-14,AU,Wollongong,pm25,72,21,40,28,239.98
2019-10-23,AU,Adelaide,co,168,0.1,1,0.3,0.36
2019-10-23,AU,Adelaide,humidity,168,5.8,79,21.3,2172.66
2019-10-23,AU,Adelaide,pressure,168,1012.6,1019.4,1015.7,53.12
2019-10-23,AU,Adelaide,so2,48,0.1,0.1,0.1,0
2019-10-23,AU,Adelaide,no2,150,0.1,0.1,0.1,0
2019-10-23,AU,Brisbane,o3,43,0.1,0.1,0.1,0
2019-10-23,AU,Brisbane,dew,72,12.5,15,13.5,5.05
2019-10-23,AU,Brisbane,humidity,184,37.1,90.5,66.7,2160.52
2019-02-20,AU,Newcastle,pm25,72,19,50,36,476.55
2019-10-23,AU,Brisbane,no2,90,0.1,0.1,0.1,0
2019-10-23,AU,Brisbane,co,16,0.1,0.1,0.1,0
2019-10-23,AU,Brisbane,temperature,183,15.2,28.6,20.8,113.83
2019-10-23,AU,Brisbane,wd,183,7,253,126,51680.1
2019-10-23,AU,Brisbane,wind-gust,203,0.1,19.2,5.5,184.91
2019-10-23,AU,Brisbane,pressure,216,1017.7,1027.9,1023.1,51.16
2019-10-23,AU,Brisbane,wind-speed,183,0.2,4.7,1.6,12.19
2019-10-23,AU,Brisbane,pm10,178,1,31,9,224.11
2019-10-23,AU,Brisbane,so2,29,0.1,0.1,0.1,0
2019-10-23,AU,Perth,co,8,2,3,2,2.14
2019-10-23,AU,Perth,pressure,72,1007.8,1018,1009.5,144.65
2019-10-23,AU,Perth,dew,48,10.5,16.8,13.5,20.74
2019-10-23,AU,Perth,o3,58,4,25,17,263.14
2019-10-23,AU,Perth,no2,35,1.2,7.8,2.3,50.78
2019-10-23,AU,Perth,temperature,72,13.5,21.9,17.8,57.62
2019-02-21,AU,Darwin,pm25,72,5,31,17,366.74
2019-10-23,AU,Perth,humidity,65,15.8,100,74.5,3871.13
2019-10-23,AU,Perth,wind-speed,72,0.2,9.1,5.8,72.17
2019-10-23,AU,Perth,wind-gust,72,0.2,20.4,13,453.58
2019-10-23,AU,Perth,pm10,56,7,18,10,77.77
2019-02-24,AU,Darwin,pm25,72,2,47,18,530.42
2019-10-23,AU,Wollongong,so2,19,1.5,21.5,2.9,385.79
2019-10-23,AU,Wollongong,wind-gust,70,0.5,26.3,7.3,910.71
2019-10-23,AU,Wollongong,co,27,1.2,2.3,2.3,2.79
2019-10-23,AU,Wollongong,temperature,72,14.2,22.2,18.3,64.72
2019-10-23,AU,Wollongong,o3,38,0.8,28.1,23.3,622.3
2019-10-23,AU,Wollongong,humidity,72,67.3,93,85.6,465.47
2019-10-23,AU,Wollongong,no2,37,1,20.4,6.5,293.21
2019-10-23,AU,Wollongong,pressure,72,1015.9,1025.2,1020.7,92.86
2019-10-23,AU,Wollongong,pm10,39,16,28,21,121.31
2019-10-23,AU,Wollongong,wind-speed,70,0.3,19.3,5,550.7
2019-10-24,AU,Sydney,so2,47,1.5,2.9,1.5,4.62
2019-02-25,AU,Newcastle,pm25,72,27,53,35,730.11
2019-10-24,AU,Sydney,no2,101,1,38,10.2,456.83
2019-10-24,AU,Sydney,temperature,144,13.4,32.1,21.9,201.1
2019-10-24,AU,Sydney,humidity,144,31.2,99,74.2,2854.53
2019-10-24,AU,Sydney,dew,23,14,18,16.5,9.53
